date,year,team,opponent,goals_scored,goals_conceded,tournament,city,country,neutral,elo_rating,conti_code,conti_name,outcome,all_goals,venue,venue_code,opp_code,conti_code_cat
2008-10-15,2008.0,Canada,Mexico,2.0,2.0,FIFA World Cup qualification,Edmonton,Canada,False,1566.0,NA,North America,2,4.0,home,0,15,3
2008-11-19,2008.0,Qatar,Japan,0.0,3.0,FIFA World Cup qualification,Doha,Qatar,False,1507.0,AS,Asia,0,3.0,home,0,14,1
2008-11-19,2008.0,Saudi Arabia,South Korea,0.0,2.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,1650.0,AS,Asia,0,2.0,home,0,23,1
2009-02-11,2009.0,Iran,South Korea,1.0,1.0,FIFA World Cup qualification,Tehran,Iran,False,1633.0,AS,Asia,2,2.0,home,0,23,1
2009-02-11,2009.0,United States,Mexico,2.0,0.0,FIFA World Cup qualification,Columbus,United States,False,1803.0,NA,North America,1,2.0,home,0,15,3
2009-02-11,2009.0,Japan,Australia,0.0,0.0,FIFA World Cup qualification,Yokohama,Japan,False,1788.0,AS,Asia,2,0.0,home,0,1,1
2009-03-28,2009.0,Iran,Saudi Arabia,1.0,2.0,FIFA World Cup qualification,Tehran,Iran,False,1633.0,AS,Asia,0,3.0,home,0,20,1
2009-03-28,2009.0,Mexico,Costa Rica,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1891.0,NA,North America,1,2.0,home,0,5,3
2009-03-29,2009.0,Ecuador,Brazil,1.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,1722.0,SA,South America,2,2.0,home,0,3,5
2009-04-01,2009.0,Wales,Germany,0.0,2.0,FIFA World Cup qualification,Cardiff,Wales,False,1606.0,EU,Europe,0,2.0,home,0,11,2
2009-06-03,2009.0,Costa Rica,United States,3.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1702.0,NA,North America,1,4.0,home,0,27,3
2009-06-06,2009.0,Qatar,Australia,0.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,1530.0,AS,Asia,2,0.0,home,0,1,1
2009-06-06,2009.0,Uruguay,Brazil,0.0,4.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1813.0,SA,South America,0,4.0,home,0,3,5
2009-06-10,2009.0,South Korea,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,1749.0,AS,Asia,2,0.0,home,0,20,1
2009-06-10,2009.0,Japan,Qatar,1.0,1.0,FIFA World Cup qualification,Yokohama,Japan,False,1788.0,AS,Asia,2,2.0,home,0,19,1
2009-06-10,2009.0,Ecuador,Argentina,2.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,1722.0,SA,South America,1,2.0,home,0,0,5
2009-06-17,2009.0,South Korea,Iran,1.0,1.0,FIFA World Cup qualification,Seoul,South Korea,False,1749.0,AS,Asia,2,2.0,home,0,13,1
2009-06-17,2009.0,Australia,Japan,2.0,1.0,FIFA World Cup qualification,Melbourne,Australia,False,1789.0,OC,Oceania,1,3.0,home,0,14,4
2009-08-12,2009.0,Mexico,United States,2.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,False,1891.0,NA,North America,1,3.0,home,0,27,3
2009-09-05,2009.0,Denmark,Portugal,1.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1811.0,EU,Europe,2,2.0,home,0,18,2
2009-09-05,2009.0,Argentina,Brazil,1.0,3.0,FIFA World Cup qualification,Rosario,Argentina,False,1896.0,SA,South America,0,4.0,home,0,3,5
2009-09-05,2009.0,Spain,Belgium,5.0,0.0,FIFA World Cup qualification,La Coruña,Spain,False,2095.0,EU,Europe,1,5.0,home,0,2,2
2009-09-05,2009.0,Costa Rica,Mexico,0.0,3.0,FIFA World Cup qualification,San José,Costa Rica,False,1702.0,NA,North America,0,3.0,home,0,15,3
2009-09-09,2009.0,England,Croatia,5.0,1.0,FIFA World Cup qualification,London,England,False,1985.0,EU,Europe,1,6.0,home,0,6,2
2009-09-09,2009.0,Serbia,France,1.0,1.0,FIFA World Cup qualification,Belgrade,Serbia,False,1834.0,EU,Europe,2,2.0,home,0,10,2
2009-10-10,2009.0,Ecuador,Uruguay,1.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,1722.0,SA,South America,0,3.0,home,0,28,5
2009-10-14,2009.0,United States,Costa Rica,2.0,2.0,FIFA World Cup qualification,Washington,United States,False,1803.0,NA,North America,2,4.0,home,0,5,3
2009-10-14,2009.0,Uruguay,Argentina,0.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1813.0,SA,South America,0,1.0,home,0,0,5
2009-11-14,2009.0,Costa Rica,Uruguay,0.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1702.0,NA,North America,0,1.0,home,0,28,3
2009-11-18,2009.0,Uruguay,Costa Rica,1.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1813.0,SA,South America,2,2.0,home,0,5,5
2010-06-11,2010.0,Uruguay,France,0.0,0.0,FIFA World Cup,Cape Town,South Africa,True,1892.0,AF,Africa,2,0.0,neutral,1,10,0
2010-06-12,2010.0,England,United States,1.0,1.0,FIFA World Cup,Rustenburg,South Africa,True,1924.0,AF,Africa,2,2.0,neutral,1,27,0
2010-06-13,2010.0,Serbia,Ghana,0.0,1.0,FIFA World Cup,Pretoria,South Africa,True,1743.0,AF,Africa,0,1.0,neutral,1,12,0
2010-06-13,2010.0,Germany,Australia,4.0,0.0,FIFA World Cup,Durban,South Africa,True,2067.0,AF,Africa,1,4.0,neutral,1,1,0
2010-06-14,2010.0,Netherlands,Denmark,2.0,0.0,FIFA World Cup,Johannesburg,South Africa,True,2105.0,AF,Africa,1,2.0,neutral,1,7,0
2010-06-16,2010.0,Spain,Switzerland,0.0,1.0,FIFA World Cup,Durban,South Africa,True,2116.0,AF,Africa,0,1.0,neutral,1,25,0
2010-06-17,2010.0,France,Mexico,0.0,2.0,FIFA World Cup,Polokwane,South Africa,True,1802.0,AF,Africa,0,2.0,neutral,1,15,0
2010-06-17,2010.0,Argentina,South Korea,4.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,1992.0,AF,Africa,1,5.0,neutral,1,23,0
2010-06-18,2010.0,Germany,Serbia,0.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,True,2067.0,AF,Africa,0,1.0,neutral,1,22,0
2010-06-19,2010.0,Ghana,Australia,1.0,1.0,FIFA World Cup,Rustenburg,South Africa,True,1742.0,AF,Africa,2,2.0,neutral,1,1,0
2010-06-19,2010.0,Netherlands,Japan,1.0,0.0,FIFA World Cup,Durban,South Africa,True,2105.0,AF,Africa,1,1.0,neutral,1,14,0
2010-06-22,2010.0,Mexico,Uruguay,0.0,1.0,FIFA World Cup,Rustenburg,South Africa,True,1846.0,AF,Africa,0,1.0,neutral,1,28,0
2010-06-23,2010.0,Australia,Serbia,2.0,1.0,FIFA World Cup,Nelspruit,South Africa,True,1776.0,AF,Africa,1,3.0,neutral,1,22,0
2010-06-23,2010.0,Ghana,Germany,0.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,1742.0,AF,Africa,0,1.0,neutral,1,11,0
2010-06-24,2010.0,Denmark,Japan,1.0,3.0,FIFA World Cup,Rustenburg,South Africa,True,1733.0,AF,Africa,0,4.0,neutral,1,14,0
2010-06-25,2010.0,Portugal,Brazil,0.0,0.0,FIFA World Cup,Durban,South Africa,True,1897.0,AF,Africa,2,0.0,neutral,1,3,0
2010-06-26,2010.0,Uruguay,South Korea,2.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,True,1892.0,AF,Africa,1,3.0,neutral,1,23,0
2010-06-26,2010.0,United States,Ghana,1.0,2.0,FIFA World Cup,Rustenburg,South Africa,True,1767.0,AF,Africa,0,3.0,neutral,1,12,0
2010-06-27,2010.0,Germany,England,4.0,1.0,FIFA World Cup,Bloemfontein,South Africa,True,2067.0,AF,Africa,1,5.0,neutral,1,9,0
2010-06-27,2010.0,Argentina,Mexico,3.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,1992.0,AF,Africa,1,4.0,neutral,1,15,0
2010-06-29,2010.0,Spain,Portugal,1.0,0.0,FIFA World Cup,Cape Town,South Africa,True,2116.0,AF,Africa,1,1.0,neutral,1,18,0
2010-07-02,2010.0,Uruguay,Ghana,1.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,1892.0,AF,Africa,2,2.0,neutral,1,12,0
2010-07-02,2010.0,Netherlands,Brazil,2.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,True,2105.0,AF,Africa,1,3.0,neutral,1,3,0
2010-07-03,2010.0,Argentina,Germany,0.0,4.0,FIFA World Cup,Cape Town,South Africa,True,1992.0,AF,Africa,0,4.0,neutral,1,11,0
2010-07-06,2010.0,Uruguay,Netherlands,2.0,3.0,FIFA World Cup,Cape Town,South Africa,True,1892.0,AF,Africa,0,5.0,neutral,1,16,0
2010-07-07,2010.0,Germany,Spain,0.0,1.0,FIFA World Cup,Durban,South Africa,True,2067.0,AF,Africa,0,1.0,neutral,1,24,0
2010-07-10,2010.0,Uruguay,Germany,2.0,3.0,FIFA World Cup,Port Elizabeth,South Africa,True,1892.0,AF,Africa,0,5.0,neutral,1,11,0
2010-07-11,2010.0,Netherlands,Spain,0.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,2105.0,AF,Africa,0,1.0,neutral,1,24,0
2011-09-06,2011.0,Saudi Arabia,Australia,1.0,3.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,1557.0,AS,Asia,0,4.0,home,0,1,1
2011-09-06,2011.0,Qatar,Iran,1.0,1.0,FIFA World Cup qualification,Doha,Qatar,False,1501.0,AS,Asia,2,2.0,home,0,13,1
2012-02-29,2012.0,Australia,Saudi Arabia,4.0,2.0,FIFA World Cup qualification,Melbourne,Australia,False,1774.0,OC,Oceania,1,6.0,home,0,20,4
2012-02-29,2012.0,Iran,Qatar,2.0,2.0,FIFA World Cup qualification,Tehran,Iran,False,1656.0,AS,Asia,2,4.0,home,0,19,1
2012-06-02,2012.0,Argentina,Ecuador,4.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2014.0,SA,South America,1,4.0,home,0,8,5
2012-06-08,2012.0,Qatar,South Korea,1.0,4.0,FIFA World Cup qualification,Doha,Qatar,False,1477.0,AS,Asia,0,5.0,home,0,23,1
2012-06-12,2012.0,Australia,Japan,1.0,1.0,FIFA World Cup qualification,Brisbane,Australia,False,1774.0,OC,Oceania,2,2.0,home,0,14,4
2012-06-12,2012.0,Iran,Qatar,0.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1656.0,AS,Asia,2,0.0,home,0,19,1
2012-09-07,2012.0,Costa Rica,Mexico,0.0,2.0,FIFA World Cup qualification,San José,Costa Rica,False,1667.0,NA,North America,0,2.0,home,0,15,3
2012-09-07,2012.0,Wales,Belgium,0.0,2.0,FIFA World Cup qualification,Cardiff,Wales,False,1580.0,EU,Europe,0,2.0,home,0,2,2
2012-09-11,2012.0,Uruguay,Ecuador,1.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1856.0,SA,South America,2,2.0,home,0,8,5
2012-09-11,2012.0,Serbia,Wales,6.0,1.0,FIFA World Cup qualification,Novi Sad,Serbia,False,1684.0,EU,Europe,1,7.0,home,0,29,2
2012-09-11,2012.0,Mexico,Costa Rica,1.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1916.0,NA,North America,1,1.0,home,0,5,3
2012-09-11,2012.0,Belgium,Croatia,1.0,1.0,FIFA World Cup qualification,Brussels,Belgium,False,1786.0,EU,Europe,2,2.0,home,0,6,2
2012-10-12,2012.0,Serbia,Belgium,0.0,3.0,FIFA World Cup qualification,Belgrade,Serbia,False,1684.0,EU,Europe,0,3.0,home,0,2,2
2012-10-12,2012.0,Argentina,Uruguay,3.0,0.0,FIFA World Cup qualification,Mendoza,Argentina,False,2014.0,SA,South America,1,3.0,home,0,28,5
2012-10-16,2012.0,Spain,France,1.0,1.0,FIFA World Cup qualification,Madrid,Spain,False,2150.0,EU,Europe,2,2.0,home,0,10,2
2012-10-16,2012.0,Iran,South Korea,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1656.0,AS,Asia,1,1.0,home,0,23,1
2012-10-16,2012.0,Croatia,Wales,2.0,0.0,FIFA World Cup qualification,Osijek,Croatia,False,1880.0,EU,Europe,1,2.0,home,0,29,2
2012-10-17,2012.0,Poland,England,1.0,1.0,FIFA World Cup qualification,Warsaw,Poland,False,1704.0,EU,Europe,2,2.0,home,0,9,2
2013-03-22,2013.0,Croatia,Serbia,2.0,0.0,FIFA World Cup qualification,Zagreb,Croatia,False,1806.0,EU,Europe,1,2.0,home,0,22,2
2013-03-22,2013.0,United States,Costa Rica,1.0,0.0,FIFA World Cup qualification,Commerce City,United States,False,1862.0,NA,North America,1,1.0,home,0,5,3
2013-03-26,2013.0,South Korea,Qatar,2.0,1.0,FIFA World Cup qualification,Seoul,South Korea,False,1685.0,AS,Asia,1,3.0,home,0,19,1
2013-03-26,2013.0,Wales,Croatia,1.0,2.0,FIFA World Cup qualification,Swansea,Wales,False,1586.0,EU,Europe,0,3.0,home,0,6,2
2013-03-26,2013.0,France,Spain,0.0,1.0,FIFA World Cup qualification,Saint-Denis,France,False,1881.0,EU,Europe,0,1.0,home,0,24,2
2013-03-26,2013.0,Mexico,United States,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1797.0,NA,North America,2,0.0,home,0,27,3
2013-06-04,2013.0,Qatar,Iran,0.0,1.0,FIFA World Cup qualification,Doha,Qatar,False,1500.0,AS,Asia,0,1.0,home,0,13,1
2013-06-04,2013.0,Japan,Australia,1.0,1.0,FIFA World Cup qualification,Saitama,Japan,False,1764.0,AS,Asia,2,2.0,home,0,1,1
2013-06-07,2013.0,Belgium,Serbia,2.0,1.0,FIFA World Cup qualification,Brussels,Belgium,False,1835.0,EU,Europe,1,3.0,home,0,22,2
2013-06-11,2013.0,Ecuador,Argentina,1.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,1837.0,SA,South America,2,2.0,home,0,0,5
2013-06-11,2013.0,Mexico,Costa Rica,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1797.0,NA,North America,2,0.0,home,0,5,3
2013-06-18,2013.0,South Korea,Iran,0.0,1.0,FIFA World Cup qualification,Ulsan,South Korea,False,1685.0,AS,Asia,0,1.0,home,0,13,1
2013-09-06,2013.0,Costa Rica,United States,3.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1735.0,NA,North America,1,4.0,home,0,27,3
2013-09-06,2013.0,Serbia,Croatia,1.0,1.0,FIFA World Cup qualification,Belgrade,Serbia,False,1753.0,EU,Europe,2,2.0,home,0,6,2
2013-09-10,2013.0,United States,Mexico,2.0,0.0,FIFA World Cup qualification,Columbus,United States,False,1862.0,NA,North America,1,2.0,home,0,15,3
2013-09-10,2013.0,Wales,Serbia,0.0,3.0,FIFA World Cup qualification,Cardiff,Wales,False,1586.0,EU,Europe,0,3.0,home,0,22,2
2013-10-11,2013.0,Croatia,Belgium,1.0,2.0,FIFA World Cup qualification,Zagreb,Croatia,False,1806.0,EU,Europe,0,3.0,home,0,2,2
2013-10-11,2013.0,Ecuador,Uruguay,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,1837.0,SA,South America,1,1.0,home,0,28,5
2013-10-15,2013.0,Uruguay,Argentina,3.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1919.0,SA,South America,1,5.0,home,0,0,5
2013-10-15,2013.0,England,Poland,2.0,0.0,FIFA World Cup qualification,London,England,False,1933.0,EU,Europe,1,2.0,home,0,17,2
2013-10-15,2013.0,Costa Rica,Mexico,2.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1735.0,NA,North America,1,3.0,home,0,15,3
2013-10-15,2013.0,Belgium,Wales,1.0,1.0,FIFA World Cup qualification,Brussels,Belgium,False,1835.0,EU,Europe,2,2.0,home,0,29,2
2014-06-12,2014.0,Brazil,Croatia,3.0,1.0,FIFA World Cup,São Paulo,Brazil,False,2042.0,SA,South America,1,4.0,home,0,6,5
2014-06-13,2014.0,Spain,Netherlands,1.0,5.0,FIFA World Cup,Salvador,Brazil,True,1954.0,SA,South America,0,6.0,neutral,1,16,5
2014-06-14,2014.0,Uruguay,Costa Rica,1.0,3.0,FIFA World Cup,Fortaleza,Brazil,True,1908.0,SA,South America,0,4.0,neutral,1,5,5
2014-06-15,2014.0,Switzerland,Ecuador,2.0,1.0,FIFA World Cup,Brasília,Brazil,True,1793.0,SA,South America,1,3.0,neutral,1,8,5
2014-06-16,2014.0,Germany,Portugal,4.0,0.0,FIFA World Cup,Salvador,Brazil,True,2134.0,SA,South America,1,4.0,neutral,1,18,5
2014-06-16,2014.0,Ghana,United States,1.0,2.0,FIFA World Cup,Natal,Brazil,True,1683.0,SA,South America,0,3.0,neutral,1,27,5
2014-06-17,2014.0,Brazil,Mexico,0.0,0.0,FIFA World Cup,Fortaleza,Brazil,False,2042.0,SA,South America,2,0.0,home,0,15,5
2014-06-18,2014.0,Australia,Netherlands,2.0,3.0,FIFA World Cup,Curitiba,Brazil,True,1653.0,SA,South America,0,5.0,neutral,1,16,5
2014-06-19,2014.0,Uruguay,England,2.0,1.0,FIFA World Cup,São Paulo,Brazil,True,1908.0,SA,South America,1,3.0,neutral,1,9,5
2014-06-20,2014.0,Switzerland,France,2.0,5.0,FIFA World Cup,Salvador,Brazil,True,1793.0,SA,South America,0,7.0,neutral,1,10,5
2014-06-21,2014.0,Argentina,Iran,1.0,0.0,FIFA World Cup,Belo Horizonte,Brazil,True,2050.0,SA,South America,1,1.0,neutral,1,13,5
2014-06-21,2014.0,Germany,Ghana,2.0,2.0,FIFA World Cup,Fortaleza,Brazil,True,2134.0,SA,South America,2,4.0,neutral,1,12,5
2014-06-22,2014.0,United States,Portugal,2.0,2.0,FIFA World Cup,Manaus,Brazil,True,1813.0,SA,South America,2,4.0,neutral,1,18,5
2014-06-23,2014.0,Australia,Spain,0.0,3.0,FIFA World Cup,Curitiba,Brazil,True,1653.0,SA,South America,0,3.0,neutral,1,24,5
2014-06-23,2014.0,Croatia,Mexico,1.0,3.0,FIFA World Cup,Recife,Brazil,True,1825.0,SA,South America,0,4.0,neutral,1,15,5
2014-06-24,2014.0,Costa Rica,England,0.0,0.0,FIFA World Cup,Belo Horizonte,Brazil,True,1866.0,SA,South America,2,0.0,neutral,1,9,5
2014-06-25,2014.0,Ecuador,France,0.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,1847.0,SA,South America,2,0.0,neutral,1,10,5
2014-06-26,2014.0,Portugal,Ghana,2.0,1.0,FIFA World Cup,Brasília,Brazil,True,1910.0,SA,South America,1,3.0,neutral,1,12,5
2014-06-26,2014.0,South Korea,Belgium,0.0,1.0,FIFA World Cup,São Paulo,Brazil,True,1634.0,SA,South America,0,1.0,neutral,1,2,5
2014-06-26,2014.0,United States,Germany,0.0,1.0,FIFA World Cup,Recife,Brazil,True,1813.0,SA,South America,0,1.0,neutral,1,11,5
2014-06-29,2014.0,Netherlands,Mexico,2.0,1.0,FIFA World Cup,Fortaleza,Brazil,True,2030.0,SA,South America,1,3.0,neutral,1,15,5
2014-07-01,2014.0,Belgium,United States,2.0,1.0,FIFA World Cup,Salvador,Brazil,True,1898.0,SA,South America,1,3.0,neutral,1,27,5
2014-07-01,2014.0,Argentina,Switzerland,1.0,0.0,FIFA World Cup,São Paulo,Brazil,True,2050.0,SA,South America,1,1.0,neutral,1,25,5
2014-07-04,2014.0,France,Germany,0.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True,1966.0,SA,South America,0,1.0,neutral,1,11,5
2014-07-05,2014.0,Argentina,Belgium,1.0,0.0,FIFA World Cup,Brasília,Brazil,True,2050.0,SA,South America,1,1.0,neutral,1,2,5
2014-07-05,2014.0,Netherlands,Costa Rica,0.0,0.0,FIFA World Cup,Salvador,Brazil,True,2030.0,SA,South America,2,0.0,neutral,1,5,5
2014-07-08,2014.0,Brazil,Germany,1.0,7.0,FIFA World Cup,Belo Horizonte,Brazil,False,2042.0,SA,South America,0,8.0,home,0,11,5
2014-07-09,2014.0,Netherlands,Argentina,0.0,0.0,FIFA World Cup,São Paulo,Brazil,True,2030.0,SA,South America,2,0.0,neutral,1,0,5
2014-07-12,2014.0,Brazil,Netherlands,0.0,3.0,FIFA World Cup,Brasília,Brazil,False,2042.0,SA,South America,0,3.0,home,0,16,5
2014-07-13,2014.0,Germany,Argentina,1.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,2134.0,SA,South America,1,1.0,neutral,1,0,5
2015-10-08,2015.0,Argentina,Ecuador,0.0,2.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2023.0,SA,South America,0,2.0,home,0,8,5
2015-11-12,2015.0,Ecuador,Uruguay,2.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,1915.0,SA,South America,1,3.0,home,0,28,5
2015-11-13,2015.0,Argentina,Brazil,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2023.0,SA,South America,2,2.0,home,0,3,5
2016-03-25,2016.0,Brazil,Uruguay,2.0,2.0,FIFA World Cup qualification,Recife,Brazil,False,2087.0,SA,South America,2,4.0,home,0,28,5
2016-03-25,2016.0,Canada,Mexico,0.0,3.0,FIFA World Cup qualification,Vancouver,Canada,False,1517.0,NA,North America,0,3.0,home,0,15,3
2016-03-29,2016.0,Mexico,Canada,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1911.0,NA,North America,1,2.0,home,0,4,3
2016-09-01,2016.0,Iran,Qatar,2.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1774.0,AS,Asia,1,2.0,home,0,19,1
2016-09-01,2016.0,Argentina,Uruguay,1.0,0.0,FIFA World Cup qualification,Mendoza,Argentina,False,2045.0,SA,South America,1,1.0,home,0,28,5
2016-09-01,2016.0,Ecuador,Brazil,0.0,3.0,FIFA World Cup qualification,Quito,Ecuador,False,1850.0,SA,South America,0,3.0,home,0,3,5
2016-09-06,2016.0,Switzerland,Portugal,2.0,0.0,FIFA World Cup qualification,Basel,Switzerland,False,1857.0,EU,Europe,1,2.0,home,0,18,2
2016-10-06,2016.0,Saudi Arabia,Australia,2.0,2.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,1578.0,AS,Asia,2,4.0,home,0,1,1
2016-10-06,2016.0,South Korea,Qatar,3.0,2.0,FIFA World Cup qualification,Suwon,South Korea,False,1788.0,AS,Asia,1,5.0,home,0,19,1
2016-10-08,2016.0,Poland,Denmark,3.0,2.0,FIFA World Cup qualification,Warsaw,Poland,False,1851.0,EU,Europe,1,5.0,home,0,7,2
2016-10-10,2016.0,Netherlands,France,0.0,1.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,1889.0,EU,Europe,0,1.0,home,0,10,2
2016-10-11,2016.0,Iran,South Korea,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1774.0,AS,Asia,1,1.0,home,0,23,1
2016-10-11,2016.0,Australia,Japan,1.0,1.0,FIFA World Cup qualification,Melbourne,Australia,False,1709.0,OC,Oceania,2,2.0,home,0,14,4
2016-11-10,2016.0,Uruguay,Ecuador,2.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1915.0,SA,South America,1,3.0,home,0,8,5
2016-11-10,2016.0,Brazil,Argentina,3.0,0.0,FIFA World Cup qualification,Belo Horizonte,Brazil,False,2087.0,SA,South America,1,3.0,home,0,0,5
2016-11-11,2016.0,United States,Mexico,1.0,2.0,FIFA World Cup qualification,Columbus,United States,False,1735.0,NA,North America,0,3.0,home,0,15,3
2016-11-12,2016.0,Wales,Serbia,1.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False,1760.0,EU,Europe,2,2.0,home,0,22,2
2016-11-15,2016.0,Japan,Saudi Arabia,2.0,1.0,FIFA World Cup qualification,Saitama,Japan,False,1753.0,AS,Asia,1,3.0,home,0,20,1
2016-11-15,2016.0,Costa Rica,United States,4.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1854.0,NA,North America,1,4.0,home,0,27,3
2017-03-23,2017.0,Uruguay,Brazil,1.0,4.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1866.0,SA,South America,0,5.0,home,0,3,5
2017-03-23,2017.0,Qatar,Iran,0.0,1.0,FIFA World Cup qualification,Doha,Qatar,False,1464.0,AS,Asia,0,1.0,home,0,13,1
2017-03-24,2017.0,Mexico,Costa Rica,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1848.0,NA,North America,1,2.0,home,0,5,3
2017-06-08,2017.0,Australia,Saudi Arabia,3.0,2.0,FIFA World Cup qualification,Adelaide,Australia,False,1727.0,OC,Oceania,1,5.0,home,0,20,4
2017-06-11,2017.0,Serbia,Wales,1.0,1.0,FIFA World Cup qualification,Belgrade,Serbia,False,1769.0,EU,Europe,2,2.0,home,0,29,2
2017-06-11,2017.0,Mexico,United States,1.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,False,1848.0,NA,North America,2,2.0,home,0,27,3
2017-06-13,2017.0,Qatar,South Korea,3.0,2.0,FIFA World Cup qualification,Doha,Qatar,False,1464.0,AS,Asia,1,5.0,home,0,23,1
2017-08-31,2017.0,Uruguay,Argentina,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1866.0,SA,South America,2,0.0,home,0,0,5
2017-08-31,2017.0,France,Netherlands,4.0,0.0,FIFA World Cup qualification,Saint-Denis,France,False,1989.0,EU,Europe,1,4.0,home,0,16,2
2017-08-31,2017.0,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,Porto Alegre,Brazil,False,2113.0,SA,South America,1,2.0,home,0,8,5
2017-08-31,2017.0,Japan,Australia,2.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,1706.0,AS,Asia,1,2.0,home,0,1,1
2017-08-31,2017.0,South Korea,Iran,0.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,1760.0,AS,Asia,2,0.0,home,0,13,1
2017-09-01,2017.0,Denmark,Poland,4.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1842.0,EU,Europe,1,4.0,home,0,17,2
2017-09-01,2017.0,United States,Costa Rica,0.0,2.0,FIFA World Cup qualification,Harrison,United States,False,1751.0,NA,North America,0,2.0,home,0,5,3
2017-09-05,2017.0,Costa Rica,Mexico,1.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1745.0,NA,North America,2,2.0,home,0,15,3
2017-09-05,2017.0,Saudi Arabia,Japan,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,1568.0,AS,Asia,1,1.0,home,0,14,1
2017-10-10,2017.0,Portugal,Switzerland,2.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1994.0,EU,Europe,1,2.0,home,0,25,2
2017-10-10,2017.0,Ecuador,Argentina,1.0,3.0,FIFA World Cup qualification,Quito,Ecuador,False,1747.0,SA,South America,0,4.0,home,0,0,5
2018-06-15,2018.0,Portugal,Spain,3.0,3.0,FIFA World Cup,Sochi,Russia,True,1959.0,EU,Europe,2,6.0,neutral,1,24,2
2018-06-16,2018.0,France,Australia,2.0,1.0,FIFA World Cup,Kazan,Russia,True,2094.0,EU,Europe,1,3.0,neutral,1,1,2
2018-06-17,2018.0,Germany,Mexico,0.0,1.0,FIFA World Cup,Moscow,Russia,True,1938.0,EU,Europe,0,1.0,neutral,1,15,2
2018-06-17,2018.0,Costa Rica,Serbia,0.0,1.0,FIFA World Cup,Samara,Russia,True,1724.0,EU,Europe,0,1.0,neutral,1,22,2
